Malta;2007;1041
Netherlands;2007;7145
Austria;2007;5659
Poland;2007;21445
Portugal;2007;5122
Romania;2007;3829
Slovenia;2007;1443
Slovakia;2007;2128
Finland;2007;6618
Sweden;2007;3529
United Kingdom;2007;21735
Iceland;2007;0
Liechtenstein;2007;9
Norway;2007;2362
Switzerland;2007;1949
Turkey;2007;:
EU (28 countries);2008;232051
Belgium;2008;6903
Bulgaria;2008;2867
Czech Republic;2008;5717
Denmark;2008;2879
Germany;2008;28912
Estonia;2008;554
Ireland;2008;2592
Greece;2008;:
Spain;2008;21199
France;2008;41902
Croatia;2008;2283
Italy;2008;30870
Cyprus;2008;615
Latvia;2008;862
Lithuania;2008;1647
Luxembourg;2008;1296
Hungary;2008;4294
Malta;2008;1059
Netherlands;2008;6588
Austria;2008;4897
Poland;2008;21479
Portugal;2008;4706
Romania;2008;4220
Slovenia;2008;1689
Slovakia;2008;1819
Finland;2008;6377
Sweden;2008;3317
United Kingdom;2008;20509
Iceland;2008;0
Liechtenstein;2008;8
Norway;2008;2251
Switzerland;2008;1879
Turkey;2008;:
EU (28 countries);2009;216333
Belgium;2009;6445
Bulgaria;2009;2571
Czech Republic;2009;4947
Denmark;2009;2537
Germany;2009;26610
Estonia;2009;464
Ireland;2009;2291
Greece;2009;:
Spain;2009;19414
France;2009;40287
Croatia;2009;2142
Italy;2009;28633
Cyprus;2009;541
Latvia;2009;810
Lithuania;2009;1274
Luxembourg;2009;1109
Hungary;2009;3749
Malta;2009;1059
Netherlands;2009;5701
Austria;2009;4331
Poland;2009;21138
Portugal;2009;4622
Romania;2009;4063
Slovenia;2009;1363
Slovakia;2009;1559
Finland;2009;6168
Sweden;2009;3034
United Kingdom;2009;19470
Iceland;2009;0
Liechtenstein;2009;8
Norway;2009;2065
Switzerland;2009;1729
Turkey;2009;:
EU (28 countries);2010;212037
Belgium;2010;6248
Bulgaria;2010;2431
Czech Republic;2010;4091
Denmark;2010;2425
Germany;2010;25377
Estonia;2010;459
Ireland;2010;2079
Greece;2010;:
Spain;2010;18376
France;2010;41190
Croatia;2010;1951
Italy;2010;27982
Cyprus;2010;523
Latvia;2010;834
Lithuania;2010;1394
Luxembourg;2010;1087
Hungary;2010;3774
Malta;2010;559
Netherlands;2010;5249
Austria;2010;4015
Poland;2010;22853
Portugal;2010;4423
Romania;2010;3766
Slovenia;2010;1341
Slovakia;2010;1751
Finland;2010;6069
Sweden;2010;2982
United Kingdom;2010;18809
Iceland;2010;0
Liechtenstein;2010;7
Norway;2010;1907
Switzerland;2010;1623
Turkey;2010;:
EU (28 countries);2011;198733
Belgium;2011;5542
Bulgaria;2011;2446
Czech Republic;2011;3707
Denmark;2011;2271
Germany;2011;24245
Estonia;2011;438
Ireland;2011;1967
Greece;2011;:
Spain;2011;16341
France;2011;37225
Croatia;2011;1725
Italy;2011;26529
Cyprus;2011;476
Latvia;2011;680
Lithuania;2011;1257
Luxembourg;2011;1082
Hungary;2011;2969
Malta;2011;605
Netherlands;2011;4863
Austria;2011;3678
Poland;2011;23896
Portugal;2011;3933
Romania;2011;3775
Slovenia;2011;1380
Slovakia;2011;1650
Finland;2011;5973
Sweden;2011;2881
United Kingdom;2011;17202
Iceland;2011;0
Liechtenstein;2011;7
Norway;2011;1788
Switzerland;2011;1536
Turkey;2011;:
EU (28 countries);2012;183607
Belgium;2012;4765
Bulgaria;2012;2574
Czech Republic;2012;3363
Denmark;2012;2100
Germany;2012;22756
Estonia;2012;456
Ireland;2012;1826
Greece;2012;:
Spain;2012;14446
France;2012;35292
Croatia;2012;1566
Italy;2012;22192
Cyprus;2012;385
Latvia;2012;674
Lithuania;2012;1189
Luxembourg;2012;973
Hungary;2012;2697
Malta;2012;605
Netherlands;2012;4179
Austria;2012;3340
Poland;2012;22797
Portugal;2012;3455
Romania;2012;4094
Slovenia;2012;1380
Slovakia;2012;1736
Finland;2012;5822
Sweden;2012;2652
United Kingdom;2012;16293
Iceland;2012;0
Liechtenstein;2012;7
Norway;2012;1702
Switzerland;2012;1494
Turkey;2012;:
EU (28 countries);2013;167628
Belgium;2013;4373
Bulgaria;2013;2145
Czech Republic;2013;3152
Denmark;2013;1951
Germany;2013;21811
Estonia;2013;441
Ireland;2013;1802
Greece;2013;:
Spain;2013;13207
France;2013;32533
Croatia;2013;1494
Italy;2013;20019
Cyprus;2013;321
Latvia;2013;651
Lithuania;2013;1151
Luxembourg;2013;912
Hungary;2013;2403
Malta;2013;605
Netherlands;2013;3703
Austria;2013;3104
Poland;2013;18721
Portugal;2013;3218
Romania;2013;3786
Slovenia;2013;1270
Slovakia;2013;1693
Finland;2013;5360
Sweden;2013;2538
United Kingdom;2013;15265
Iceland;2013;0
Liechtenstein;2013;6
Norway;2013;1590
Switzerland;2013;1430
Turkey;2013;:
EU (28 countries);2014;158651
Belgium;2014;4148
Bulgaria;2014;2302
Czech Republic;2014;3128
Denmark;2014;1856
Germany;2014;20917
Estonia;2014;414
Ireland;2014;1725
Greece;2014;:
Spain;2014;12811
France;2014;29280
Croatia;2014;1429
Italy;2014;19228
Cyprus;2014;306
Latvia;2014;663
Lithuania;2014;1159
Luxembourg;2014;943
Hungary;2014;2539
Malta;2014;233
Netherlands;2014;3076
Austria;2014;2803
Poland;2014;18137
Portugal;2014;3088
Romania;2014;3626
Slovenia;2014;1141
Slovakia;2014;1686
Finland;2014;5246
Sweden;2014;2460
United Kingdom;2014;14310
Iceland;2014;0
Liechtenstein;2014;6
Norway;2014;1462
Switzerland;2014;1357
Turkey;2014;:
