Latvia;2003;
Lithuania;2003;
Luxembourg;2003;
Hungary;2003;
Malta;2003;
Netherlands;2003;
Austria;2003;
Poland;2003;
Portugal;2003;
Romania;2003;
Slovenia;2003;
Slovakia;2003;22,8
Finland;2003;8,8
Sweden;2003;
United Kingdom;2003;14,1
Iceland;2003;7,6
Norway;2003;
Switzerland;2003;22,6
EU (28 countries);2004;16,8
Belgium;2004;13,3
Bulgaria;2004;
Czech Republic;2004;23,8
Denmark;2004;9,7
Germany;2004;13
Estonia;2004;
Ireland;2004;
Greece;2004;
Spain;2004;14,1
France;2004;13,4
Croatia;2004;
Italy;2004;51,4
Cyprus;2004;
Latvia;2004;
Lithuania;2004;
Luxembourg;2004;
Hungary;2004;
Malta;2004;
Netherlands;2004;
Austria;2004;
Poland;2004;
Portugal;2004;15,4
Romania;2004;
Slovenia;2004;
Slovakia;2004;
Finland;2004;7,6
Sweden;2004;10,7
United Kingdom;2004;12,5
Iceland;2004;9,5
Norway;2004;9,1
Switzerland;2004;18,6
EU (28 countries);2005;15,5
Belgium;2005;15
Bulgaria;2005;
Czech Republic;2005;26,1
Denmark;2005;10,8
Germany;2005;15,6
Estonia;2005;
Ireland;2005;
Greece;2005;28,6
Spain;2005;13,2
France;2005;13,5
Croatia;2005;
Italy;2005;
Cyprus;2005;
Latvia;2005;
Lithuania;2005;
Luxembourg;2005;
Hungary;2005;
Malta;2005;
Netherlands;2005;
Austria;2005;23,8
Poland;2005;23,8
Portugal;2005;15,3
Romania;2005;
Slovenia;2005;
Slovakia;2005;
Finland;2005;8,3
Sweden;2005;11,1
United Kingdom;2005;12,8
Iceland;2005;7,7
Norway;2005;9,5
Switzerland;2005;18,5
EU (28 countries);2006;17,7
Belgium;2006;18,5
Bulgaria;2006;44,7
Czech Republic;2006;25
Denmark;2006;11,7
Germany;2006;17,1
Estonia;2006;
Ireland;2006;
Greece;2006;
Spain;2006;20,7
France;2006;13,6
Croatia;2006;
Italy;2006;30,8
Cyprus;2006;
Latvia;2006;
Lithuania;2006;
Luxembourg;2006;
Hungary;2006;
Malta;2006;
Netherlands;2006;
Austria;2006;25
Poland;2006;22
Portugal;2006;13,6
Romania;2006;
Slovenia;2006;
Slovakia;2006;33,3
Finland;2006;9,8
Sweden;2006;11,7
United Kingdom;2006;14
Iceland;2006;
Norway;2006;10
Switzerland;2006;18,1
EU (28 countries);2007;16,7
Belgium;2007;21,1
Bulgaria;2007;41,2
Czech Republic;2007;18
Denmark;2007;10,3
Germany;2007;15,3
Estonia;2007;10,9
Ireland;2007;
Greece;2007;26,2
Spain;2007;13,1
France;2007;12,9
Croatia;2007;
Italy;2007;28,8
Cyprus;2007;
Latvia;2007;
Lithuania;2007;
Luxembourg;2007;
Hungary;2007;
Malta;2007;
Netherlands;2007;
Austria;2007;23,1
Poland;2007;
Portugal;2007;15,1
Romania;2007;
Slovenia;2007;
Slovakia;2007;26,4
Finland;2007;8,8
Sweden;2007;9,5
United Kingdom;2007;14,2
Iceland;2007;
Norway;2007;
Switzerland;2007;15,6
EU (28 countries);2008;17,5
Belgium;2008;18,6
Bulgaria;2008;41,5
Czech Republic;2008;19,3
Denmark;2008;10,8
Germany;2008;16,1
Estonia;2008;5,4
Ireland;2008;
Greece;2008;24,3
Spain;2008;14,2
France;2008;15,5
Croatia;2008;
Italy;2008;25,1
Cyprus;2008;
Latvia;2008;19,4
Lithuania;2008;
Luxembourg;2008;
Hungary;2008;
Malta;2008;
Netherlands;2008;16,3
Austria;2008;19,9
Poland;2008;33,1
Portugal;2008;11,1
Romania;2008;
Slovenia;2008;23,9
Slovakia;2008;25,1
Finland;2008;8,4
Sweden;2008;9,2
United Kingdom;2008;12,9
Iceland;2008;
Norway;2008;8,1
Switzerland;2008;14,3
EU (28 countries);2009;17,4
Belgium;2009;18,9
Bulgaria;2009;24,7
Czech Republic;2009;20,3
Denmark;2009;10,2
Germany;2009;16,7
Estonia;2009;6,2
Ireland;2009;9,6
Greece;2009;20
Spain;2009;15,2
France;2009;18,1
Croatia;2009;
Italy;2009;25,1
Cyprus;2009;21,5
Latvia;2009;15,8
Lithuania;2009;
Luxembourg;2009;18,9
Hungary;2009;16
Malta;2009;
Netherlands;2009;16,7
Austria;2009;17,9
Poland;2009;30
Portugal;2009;11,2
Romania;2009;19
Slovenia;2009;18,7
Slovakia;2009;27,2
Finland;2009;7,6
Sweden;2009;7,2
United Kingdom;2009;13,2
Iceland;2009;6
Norway;2009;8,2
Switzerland;2009;14,6
EU (28 countries);2010;18
Belgium;2010;17,7
Bulgaria;2010;31,1
Czech Republic;2010;22,8
Denmark;2010;11
Germany;2010;17,4
Estonia;2010;7,6
Ireland;2010;10,9
Greece;2010;
Spain;2010;12,4
France;2010;18,3
Croatia;2010;
Italy;2010;23,3
Cyprus;2010;22,2
Latvia;2010;
Lithuania;2010;
Luxembourg;2010;16
Hungary;2010;22,3
Malta;2010;
Netherlands;2010;17,1
Austria;2010;19,9
Poland;2010;30,5
Portugal;2010;8,8
Romania;2010;19,1
Slovenia;2010;21,8
Slovakia;2010;22,8
Finland;2010;8,4
Sweden;2010;7,4
United Kingdom;2010;13,8
Iceland;2010;7,7
Norway;2010;10,2
Switzerland;2010;
EU (28 countries);2011;18,4
Belgium;2011;17,7
Bulgaria;2011;41,3
Czech Republic;2011;21
Denmark;2011;16,3
Germany;2011;17,1
Estonia;2011;6,9
Ireland;2011;9
Greece;2011;17
Spain;2011;12,8
France;2011;17,8
Croatia;2011;
Italy;2011;26,8
Cyprus;2011;23,2
Latvia;2011;
Lithuania;2011;
Luxembourg;2011;13,7
Hungary;2011;26,5
Malta;2011;
Netherlands;2011;16,8
Austria;2011;19
Poland;2011;27,4
Portugal;2011;10,9
Romania;2011;19,5
Slovenia;2011;24,1
Slovakia;2011;26,7
Finland;2011;7,5
Sweden;2011;7,8
United Kingdom;2011;14,7
Iceland;2011;4,7
Norway;2011;8,3
Switzerland;2011;
EU (28 countries);2012;16,8
Belgium;2012;16,1
Bulgaria;2012;29,3
Czech Republic;2012;19,2
Denmark;2012;11,1
Germany;2012;14,2
Estonia;2012;7,8
Ireland;2012;
Greece;2012;18,4
Spain;2012;13,5
France;2012;16
Croatia;2012;
Italy;2012;23
Cyprus;2012;24,3
Latvia;2012;17,3
Lithuania;2012;
Luxembourg;2012;12,2
Hungary;2012;23,4
Malta;2012;
Netherlands;2012;13,5
Austria;2012;16,2
Poland;2012;27,1
Portugal;2012;9,5
Romania;2012;19,4
Slovenia;2012;20,4
Slovakia;2012;22,7
Finland;2012;7
Sweden;2012;6
United Kingdom;2012;13,1
Iceland;2012;4,6
Norway;2012;7,6
Switzerland;2012;
EU (28 countries);2013;15,9
Belgium;2013;16,8
Bulgaria;2013;26,5
Czech Republic;2013;20,4
Denmark;2013;10,1
Germany;2013;14,6
Estonia;2013;8,1
Ireland;2013;10,3
Greece;2013;
Spain;2013;10
France;2013;15,4
Croatia;2013;
Italy;2013;20,1
Cyprus;2013;17
Latvia;2013;16,8
Lithuania;2013;
Luxembourg;2013;
Hungary;2013;17,3
Malta;2013;
Netherlands;2013;13,9
Austria;2013;17
Poland;2013;24,5
Portugal;2013;9,9
Romania;2013;14,9
Slovenia;2013;20,1
Slovakia;2013;17,2
Finland;2013;6,6
Sweden;2013;5,5
United Kingdom;2013;12,9
Iceland;2013;7
Norway;2013;7,2
Switzerland;2013;
EU (28 countries);2014;15,2
Belgium;2014;14,2
Bulgaria;2014;26,1
Czech Republic;2014;19
Denmark;2014;12,4
Germany;2014;15,1
Estonia;2014;8,6
Ireland;2014;7,8
Greece;2014;
Spain;2014;11,1
France;2014;12,6
Croatia;2014;
Italy;2014;17,5
Cyprus;2014;17,2
Latvia;2014;18,3
Lithuania;2014;
Luxembourg;2014;11,4
Hungary;2014;20,2
Malta;2014;
Netherlands;2014;13,9
Austria;2014;14,8
Poland;2014;26,1
Portugal;2014;9,9
Romania;2014;15,1
Slovenia;2014;17,5
Slovakia;2014;19,7
Finland;2014;8,4
Sweden;2014;7,2
United Kingdom;2014;12,8
Iceland;2014;
Norway;2014;7,6
Switzerland;2014;
