vehicle,unit,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
SPE,NR,SI03	6117 	5894 	5681 	5484 	5196 	4973 	4734 	4158 	3774 	3504 	3331 	3163 	3105 	3042 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPE,NR,SI04	8359 	7855 	7695 	7435 	7202 	6920 	6447 	5797 	5038 	4495 	4170 	3938 	3834 	3019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SPE,NR,SK	27694 	27000 	24000 	22000 	20000 	18900 	19700 	19000 	18700 	22600 	22700 	32000 	34200 	36100 	39200 	41700 	43700 	45400 	45400 	45800 	45500 	46100 	50200 	55100 	53500 
SPE,NR,SK0	27694 	27000 	24000 	22000 	20000 	18900 	19700 	19000 	18700 	22600 	22700 	32000 	34200 	36100 	39200 	41700 	43700 	45400 	45400 	45800 	45500 	46100 	50200 	55100 	53500 
SPE,NR,SK01	4701 	5000 	4000 	4000 	4000 	3700 	3100 	2700 	2400 	2700 	2800 	4000 	4100 	4300 	4600 	4900 	5200 	5400 	: 	: 	: 	: 	: 	: 	: 
SPE,NR,SK02	9131 	9000 	8000 	7000 	6000 	5800 	6300 	6100 	6100 	7500 	7400 	9900 	10700 	11300 	12200 	12900 	13500 	13900 	: 	: 	: 	: 	: 	: 	: 
SPE,NR,SK03	7569 	7000 	7000 	6000 	6000 	5300 	5700 	5600 	5600 	6600 	6800 	9600 	10300 	10900 	11900 	12500 	13200 	13700 	: 	: 	: 	: 	: 	: 	: 
SPE,NR,SK04	6293 	6000 	5000 	5000 	4000 	4100 	4600 	4600 	4600 	5800 	5700 	8500 	9100 	9600 	10500 	11300 	11800 	12400 	: 	: 	: 	: 	: 	: 	: 
SPE,NR,TR	40731 	36148 	33071 	34116 	35492 	34100 	35200 	38400 	34000 	30300 	28000 b	60500 	58800 	57500 	55700 	52100 	49900 	45300 	40200 	37300 	35500 	33700 	31200 	28600 	26500 
SPE,NR,TR1	6795 	6441 	6079 	6116 	6408 	6200 	6900 	9100 	8900 	8700 	9000 b	7700 	7900 	8200 	8400 	8400 	8300 	7800 	7200 	6900 	6500 	6000 	5500 	5100 	4600 
SPE,NR,TR10	6795 	6441 	6079 	6116 	6408 	6200 	6900 	9100 	8900 	8700 	9000 b	7700 	7900 	8200 	8400 	8400 	8300 	7800 	7200 	6900 	6500 	6000 	5500 	5100 	4600 
SPE,NR,TR2	1940 	1739 	1663 	1724 	1757 	1700 	1700 	1600 	1400 	1200 	1000 b	2700 	2600 	2600 	2500 	2400 	2300 	2100 	1800 	1700 	1500 	1400 	1300 	1200 	1100 
SPE,NR,TR21	915 	800 	730 	763 	778 	800 	800 	800 	700 	600 	1000 b	1100 	1000 	1000 	1000 	900 	900 	800 	700 	700 	600 	600 	600 	500 	500 
SPE,NR,TR22	1025 	939 	933 	961 	979 	900 	900 	800 	700 	600 	1000 b	1700 	1600 	1600 	1500 	1500 	1400 	1200 	1100 	1000 	800 	800 	700 	600 	600 
SPE,NR,TR3	5467 	4933 	4658 	4910 	4991 	4600 	4600 	4600 	4000 	3500 	3000 b	6800 	6600 	6400 	6000 	5600 	5400 	4900 	4400 	3900 	3700 	3400 	3000 	2700 	2500 
SPE,NR,TR31	1972 	1735 	1619 	1752 	1794 	1600 	1600 	1600 	1400 	1100 	1000 b	2400 	2400 	2300 	2200 	1900 	1900 	1700 	1600 	1500 	1400 	1300 	1200 	1100 	1000 
SPE,NR,TR32	1888 	1708 	1619 	1707 	1726 	1600 	1600 	1600 	1400 	1300 	1000 b	2400 	2200 	2100 	2000 	1900 	1800 	1600 	1400 	1200 	1100 	1000 	900 	800 	700 
SPE,NR,TR33	1607 	1490 	1420 	1451 	1471 	1400 	1400 	1400 	1200 	1100 	1000 b	2000 	2000 	2000 	1900 	1800 	1700 	1600 	1400 	1200 	1200 	1100 	900 	800 	800 
SPE,NR,TR4	3713 	3170 	2801 	2853 	3070 	3000 	3100 	3100 	2700 	2400 	2000 b	5900 	5800 	5500 	5300 	4800 	4600 	4100 	3600 	3300 	3000 	2800 	2500 	2200 	2000 
SPE,NR,TR41	1854 	1563 	1313 	1364 	1447 	1400 	1400 	1400 	1200 	1100 	1000 b	2300 	2300 	2200 	2100 	2000 	1900 	1800 	1600 	1400 	1300 	1200 	1100 	1000 	900 
SPE,NR,TR42	1859 	1607 	1488 	1489 	1623 	1600 	1700 	1700 	1500 	1300 	1000 b	3600 	3500 	3300 	3200 	2800 	2700 	2400 	2100 	1900 	1700 	1600 	1400 	1200 	1100 
SPE,NR,TR5	5857 	4891 	4076 	4305 	4693 	4900 	5100 	5500 	4600 	3900 	3000 b	9400 	9200 	9000 	8800 	8600 	8400 	7700 	6500 	5900 	5600 	5500 	4900 	4500 	3900 
SPE,NR,TR51	4292 	3640 	3080 	3273 	3520 	3700 	3900 	4200 	3500 	2900 	2000 b	6300 	6200 	6000 	5900 	5700 	5600 	5000 	4000 	3700 	3500 	3400 	3100 	2800 	2300 
SPE,NR,TR52	1565 	1251 	996 	1032 	1173 	1200 	1200 	4200 	3500 	1000 	1000 b	3100 	3000 	3000 	2900 	2900 	2900 	2700 	2500 	2200 	2100 	2000 	1900 	1700 	1600 
SPE,NR,TR6	5133 	4445 	3951 	4135 	4229 	4000 	3900 	4100 	3500 	2900 	3000 b	6400 	6200 	5900 	5700 	5400 	5300 	4800 	4200 	3900 	3700 	3500 	3200 	2900 	2800 
SPE,NR,TR61	2241 	1894 	1646 	1593 	1519 	1400 	1300 	1300 	1200 	1100 	1000 b	1800 	1700 	1600 	1500 	1400 	1400 	1300 	1100 	1000 	900 	800 	700 	600 	500 
SPE,NR,TR62	1706 	1510 	1345 	1505 	1558 	1600 	1600 	1700 	1400 	1100 	1000 b	3000 	2900 	2800 	2800 	2700 	2500 	2300 	2000 	1900 	1800 	1800 	1700 	1600 	1500 
SPE,NR,TR63	1186 	1041 	960 	1037 	1152 	1000 	1000 	1100 	900 	700 	1000 b	1500 	1500 	1500 	1400 	1300 	1300 	1200 	1100 	1000 	1000 	900 	800 	800 	700 
SPE,NR,TR7	2119 	1825 	1715 	1806 	1982 	1900 	2100 	2300 	2100 	1700 	1000 b	3000 	2900 	2900 	2800 	2700 	2700 	2400 	2200 	2000 	1900 	1800 	1600 	1400 	1300 
SPE,NR,TR71	996 	829 	756 	731 	791 	800 	900 	900 	800 	700 	1000 b	1400 	1400 	1400 	1300 	1300 	1300 	1100 	1100 	1000 	1000 	900 	900 	700 	700 
SPE,NR,TR72	1123 	996 	959 	1075 	1191 	1100 	1200 	1400 	1300 	1000 	1000 b	1600 	1500 	1500 	1400 	1400 	1400 	1300 	1100 	1000 	900 	900 	800 	700 	600 
SPE,NR,TR8	2429 	2207 	2128 	2183 	2392 	2200 	2300 	2500 	2100 	1700 	2000 b	2800 	2700 	2600 	2500 	2300 	2300 	2100 	1800 	1700 	1600 	1500 	1400 	1300 	1100 
SPE,NR,TR81	623 	569 	568 	554 	596 	500 	600 	700 	600 	500 	1000 b	600 	600 	600 	500 	500 	500 	400 	400 	400 	400 	400 	300 	300 	300 
SPE,NR,TR82	583 	528 	513 	507 	536 	500 	500 	500 	400 	400 	0 b	600 	600 	600 	600 	500 	500 	500 	500 	400 	400 	400 	400 	300 	300 
SPE,NR,TR83	1223 	1110 	1047 	1122 	1260 	1200 	1200 	1300 	1100 	800 	1000 b	1500 	1500 	1500 	1400 	1300 	1300 	1100 	1000 	900 	800 	700 	700 	600 	600 
SPE,NR,TR9	1359 	1221 	1188 	1208 	1243 	1200 	1200 	1200 	1000 	900 	1000 b	1300 	1300 	1300 	1300 	1200 	1200 	1000 	900 	800 	800 	700 	700 	600 	500 
SPE,NR,TR90	1359 	1221 	1188 	1208 	1243 	1200 	1200 	1200 	1000 	900 	1000 b	1300 	1300 	1300 	1300 	1200 	1200 	1000 	900 	800 	800 	700 	700 	600 	500 
SPE,NR,TRA	1154 	1046 	999 	991 	935 	900 	800 	800 	800 	700 	1000 b	1200 	1200 	1200 	1200 	1100 	1100 	1000 	800 	800 	800 	800 	700 	600 	600 
SPE,NR,TRA1	664 	591 	563 	576 	543 	500 	500 	500 	500 	400 	0 b	500 	500 	500 	500 	400 	400 	400 	400 	400 	400 	400 	300 	300 	300 
SPE,NR,TRA2	490 	455 	436 	415 	392 	400 	300 	300 	300 	300 	0 b	700 	700 	700 	700 	700 	700 	500 	500 	400 	400 	400 	400 	300 	300 
SPE,NR,TRB	1841 	1685 	1595 	1565 	1493 	1400 	1400 	1400 	1100 	1000 	1000 b	1500 	1600 	1600 	1600 	1600 	1700 	1400 	1300 	1200 	1100 	1100 	1000 	1000 	900 
SPE,NR,TRB1	913 	838 	799 	832 	868 	800 	900 	900 	700 	600 	1000 b	700 	800 	700 	700 	700 	800 	700 	600 	600 	500 	500 	400 	400 	300 
SPE,NR,TRB2	928 	847 	796 	733 	625 	600 	500 	500 	400 	400 	0 b	800 	800 	800 	900 	900 	900 	700 	700 	600 	600 	600 	600 	600 	500 
SPE,NR,TRC	2924 	2545 	2218 	2320 	2299 	2100 	2100 	2200 	1800 	1600 	1000 b	11800 	10600 	10300 	9700 	7900 	6700 	6200 	5500 	5300 	5300 	5300 	5300 	5100 	5400 
SPE,NR,TRC1	976 	848 	666 	775 	850 	800 	800 	900 	700 	600 	1000 b	1700 	1600 	1600 	1600 	1300 	1100 	1000 	800 	700 	700 	600 	700 	700 	800 
SPE,NR,TRC2	1076 	921 	805 	802 	787 	700 	700 	700 	600 	500 	0 b	3400 	3200 	3100 	2900 	2500 	2400 	2300 	2100 	2100 	2100 	2100 	2100 	2000 	2100 
SPE,NR,TRC3	872 	776 	747 	743 	662 	600 	600 	700 	600 	500 	0 b	6700 	5700 	5600 	5200 	4100 	3200 	3000 	2600 	2500 	2500 	2600 	2500 	2400 	2500 
SPE,NR,UK	4872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	600 	148400 
SPE,NR,UKC	141 	154 	167 	188 	215 	216 	228 	210 	207 	212 	214 	190 	206 	225 	229 	198 	170 	146 	120 	108 	110 	: 	: 	: 	: 
SPE,NR,UKC1	82 	92 	86 	93 	107 	101 	99 	94 	94 	96 	105 	93 	97 	112 	122 	96 	76 	67 	62 	58 	54 	: 	: 	: 	: 
SPE,NR,UKC2	59 	62 	81 	95 	108 	115 	129 	116 	113 	116 	109 	97 	109 	113 	107 	102 	94 	79 	58 	50 	56 	: 	: 	: 	: 
SPE,NR,UKD	460 	494 	540 	568 	576 	642 	715 	778 	818 	884 	902 	761 	765 	748 	763 	625 	459 	423 	392 	336 	334 	: 	: 	: 	: 
SPE,NR,UKD1	62 	66 	70 	73 	78 	91 	91 	99 	91 	93 	84 	74 	70 	74 	77 	86 	46 	41 	43 	48 	49 	: 	: 	: 	: 
SPE,NR,UKD3	173 	177 	188 	204 	204 	217 	263 	275 	295 	312 	333 	320 	340 	341 	327 	265 	195 	177 	176 	129 	117 	: 	: 	: 	: 
SPE,NR,UKD4	108 	120 	137 	127 	124 	138 	163 	172 	196 	217 	216 	161 	154 	137 	139 	111 	97 	91 	72 	70 	83 	: 	: 	: 	: 
SPE,NR,UKD6	79 	87 	100 	113 	117 	127 	128 	132 	136 	163 	175 	130 	122 	117 	125 	96 	76 	68 	58 	48 	39 	: 	: 	: 	: 
SPE,NR,UKD7	38 	44 	45 	51 	53 	69 	70 	100 	100 	99 	94 	76 	79 	79 	95 	67 	45 	46 	43 	41 	46 	: 	: 	: 	: 
SPE,NR,UKE	385 	412 	435 	449 	482 	532 	564 	643 	660 	771 	795 	776 	688 	641 	604 	507 	443 	424 	405 	405 	398 	: 	: 	100 	: 
SPE,NR,UKE1	56 	60 	73 	66 	70 	80 	84 	90 	95 	129 	136 	101 	89 	105 	105 	99 	82 	87 	86 	99 	91 	: 	: 	: 	: 
SPE,NR,UKE2	122 	125 	124 	123 	129 	140 	153 	183 	205 	221 	225 	249 	202 	191 	143 	136 	132 	120 	102 	95 	103 	: 	: 	: 	: 
SPE,NR,UKE3	81 	92 	92 	103 	98 	104 	103 	120 	117 	131 	121 	111 	114 	113 	111 	101 	93 	92 	85 	87 	81 	: 	: 	: 	: 
SPE,NR,UKE4	126 	135 	146 	157 	185 	208 	224 	250 	243 	290 	313 	315 	283 	232 	245 	171 	136 	125 	132 	124 	123 	: 	: 	: 	: 
SPE,NR,UKF	456 	503 	528 	572 	598 	592 	623 	678 	721 	727 	816 	779 	717 	659 	679 	581 	444 	371 	322 	278 	294 	: 	: 	100 	: 
SPE,NR,UKF1	187 	199 	203 	222 	234 	235 	251 	269 	295 	325 	395 	372 	309 	306 	311 	225 	180 	161 	142 	123 	116 	: 	: 	: 	: 
SPE,NR,UKF2	159 	188 	208 	236 	241 	245 	261 	301 	313 	289 	293 	284 	301 	248 	252 	231 	167 	117 	97 	85 	112 	: 	: 	: 	: 
SPE,NR,UKF3	110 	116 	117 	114 	123 	112 	111 	108 	113 	113 	128 	123 	107 	105 	116 	125 	97 	93 	83 	70 	66 	: 	: 	: 	: 
SPE,NR,UKG	421 	442 	467 	493 	527 	566 	636 	704 	678 	743 	848 	896 	849 	794 	831 	745 	579 	528 	465 	371 	353 	: 	: 	100 	: 
SPE,NR,UKG1	120 	127 	145 	139 	156 	151 	173 	185 	174 	179 	175 	169 	174 	157 	161 	156 	116 	109 	115 	101 	96 	: 	: 	: 	: 
SPE,NR,UKG2	148 	160 	163 	189 	190 	189 	239 	282 	278 	299 	367 	416 	370 	340 	361 	321 	264 	218 	167 	110 	101 	: 	: 	: 	: 
SPE,NR,UKG3	153 	155 	159 	165 	181 	226 	224 	237 	226 	265 	306 	311 	305 	297 	309 	268 	199 	201 	183 	160 	156 	: 	: 	: 	: 
SPE,NR,UKH	499 	526 	596 	631 	642 	685 	735 	759 	776 	750 	724 	694 	686 	704 	765 	715 	557 	523 	486 	386 	417 	: 	: 	: 	: 
SPE,NR,UKH1	257 	264 	282 	295 	284 	316 	316 	351 	335 	350 	354 	346 	352 	358 	375 	377 	292 	265 	249 	179 	198 	: 	: 	0 	: 
SPE,NR,UKH2	95 	106 	135 	148 	175 	187 	232 	225 	258 	205 	178 	175 	162 	164 	198 	165 	121 	130 	120 	108 	116 	: 	: 	: 	: 
SPE,NR,UKH3	147 	156 	179 	188 	183 	182 	187 	183 	183 	195 	192 	173 	172 	182 	192 	173 	144 	128 	117 	99 	103 	: 	: 	: 	: 
SPE,NR,UKI	328 	362 	393 	431 	457 	454 	508 	547 	574 	596 	574 	545 	590 	619 	632 	572 	521 	513 	479 	481 	491 	: 	: 	: 	: 
SPE,NR,UKJ	708 	693 	764 	799 	876 	893 	897 	944 	951 	962 	945 	950 	998 	1032 	1032 	899 	774 	744 	652 	629 	631 	: 	: 	: 	: 
SPE,NR,UKJ1	195 	189 	221 	233 	272 	275 	258 	279 	260 	283 	264 	257 	275 	286 	269 	206 	174 	191 	136 	141 	142 	: 	: 	: 	: 
SPE,NR,UKJ2	194 	182 	193 	210 	237 	237 	243 	274 	276 	263 	278 	268 	292 	328 	322 	302 	268 	256 	232 	214 	233 	: 	: 	: 	: 
SPE,NR,UKJ3	142 	137 	151 	157 	162 	166 	187 	189 	202 	209 	204 	207 	204 	205 	229 	185 	176 	166 	168 	173 	160 	: 	: 	: 	: 
SPE,NR,UKJ4	177 	185 	199 	199 	205 	215 	209 	202 	213 	207 	199 	218 	227 	213 	212 	206 	156 	131 	116 	101 	96 	: 	: 	: 	: 
SPE,NR,UKK	589 	617 	651 	656 	684 	687 	736 	770 	828 	855 	870 	808 	835 	795 	753 	650 	551 	515 	422 	402 	448 	: 	: 	0 	: 
SPE,NR,UKK1	233 	250 	271 	277 	277 	277 	313 	321 	357 	380 	393 	383 	418 	368 	328 	275 	236 	224 	181 	169 	185 	: 	: 	: 	: 
SPE,NR,UKK2	198 	199 	193 	192 	218 	206 	217 	208 	213 	203 	219 	186 	185 	191 	176 	179 	154 	135 	113 	113 	126 	: 	: 	: 	: 
SPE,NR,UKK3	63 	66 	74 	71 	76 	82 	73 	89 	92 	90 	92 	90 	86 	85 	93 	66 	51 	53 	41 	42 	53 	: 	: 	: 	: 
SPE,NR,UKK4	95 	102 	113 	116 	113 	122 	133 	152 	166 	182 	166 	149 	146 	151 	156 	130 	110 	103 	87 	78 	84 	: 	: 	: 	: 
SPE,NR,UKL	269 	281 	279 	341 	349 	354 	372 	366 	329 	340 	358 	326 	308 	313 	319 	290 	260 	247 	217 	205 	218 	: 	: 	0 	: 
SPE,NR,UKL1	177 	192 	193 	239 	246 	249 	259 	246 	211 	202 	228 	214 	191 	193 	191 	170 	165 	158 	132 	121 	137 	: 	: 	: 	: 
SPE,NR,UKL2	92 	89 	86 	102 	103 	105 	113 	120 	118 	138 	130 	112 	117 	120 	128 	120 	95 	89 	85 	84 	81 	: 	: 	: 	: 
SPE,NR,UKM	381 	415 	436 	473 	502 	549 	584 	707 	762 	835 	842 	739 	770 	758 	749 	597 	455 	405 	389 	417 	464 	: 	: 	: 	: 
SPE,NR,UKM2	106 	118 	125 	140 	144 	154 	180 	199 	222 	230 	239 	234 	259 	259 	276 	247 	195 	158 	135 	139 	166 	: 	: 	: 	: 
SPE,NR,UKM3	126 	140 	143 	161 	173 	190 	200 	292 	317 	370 	375 	308 	317 	327 	289 	201 	147 	140 	159 	178 	188 	: 	: 	: 	: 
SPE,NR,UKM5	77 	81 	82 	85 	96 	102 	106 	114 	116 	122 	114 	85 	89 	83 	82 	61 	44 	37 	37 	42 	50 	: 	: 	: 	: 
SPE,NR,UKM6	72 	76 	86 	87 	89 	103 	98 	102 	107 	113 	114 	112 	105 	89 	102 	88 	69 	70 	58 	58 	60 	: 	: 	: 	: 
SPE,NR,UKN	235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	3200 
SPE,NR,UKN0	235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
TOT_X_TM,NR,AT	5677982 	5625000 	5537000 	5452000 	5365000 	5268000 	5182000 	5129400 	4638600 	4582600 b	4963500 	4899000 	4822300 	5042800 	4948800 	4847800 	4708600 	4586400 	4475000 	4362000 	4240300 	4113700 	3977800 	3812500 	3691400 
TOT_X_TM,NR,AT1	2275952 	2260000 	2234000 	2205000 	2176000 	2143000 	2112000 	2094400 	1908700 	1888700 b	2039200 	2017600 	1991200 	2032200 	2001100 	1965500 	1912800 	1868100 	1821000 	1796000 	1763600 	1724300 	1671500 	1615100 	1570900 
TOT_X_TM,NR,AT11	236297 	234000 	230000 	225000 	222000 	217000 	214300 	211900 	180100 	177400 b	204500 	201700 	198400 	205100 	200800 	196600 	191300 	186400 	180000 	175000 	171700 	165700 	159000 	152800 	148300 
TOT_X_TM,NR,AT12	1280273 	1267000 	1249000 	1232000 	1212000 	1189000 	1167900 	1153700 	1002600 	987500 b	1109300 	1093300 	1085500 	1109900 	1090100 	1068900 	1039900 	1013100 	987000 	960000 	936500 	909000 	872000 	835200 	809700 
TOT_X_TM,NR,AT13	759382 	759000 	755000 	748000 	742000 	737000 	729800 	728800 	726000 	723800 b	725300 	722600 	717300 	717200 	710200 	700000 	681600 	668600 	654000 	661000 	655400 	649600 	640500 	627100 	612900 
TOT_X_TM,NR,AT2	1283427 	1270000 	1252000 	1234000 	1214000 	1190000 	1170700 	1159400 	1040700 	1029200 b	1125100 	1109600 	1090700 	1185400 	1161000 	1136900 	1104400 	1071700 	1035000 	994000 	959700 	921200 	889400 	844300 	815800 
TOT_X_TM,NR,AT21	408141 	403000 	399000 	393000 	386000 	378000 	371500 	367400 	334600 	330500 b	353700 	347900 	341600 	377700 	369400 	360900 	347400 	334600 	320000 	306000 	296000 	284100 	273200 	261400 	253000 
TOT_X_TM,NR,AT22	875286 	867000 	852000 	841000 	828000 	812000 	799200 	792000 	706100 	698700 b	771500 	761600 	749000 	807500 	791600 	776000 	756900 	737100 	715000 	688000 	663700 	637100 	616200 	582900 	562800 
TOT_X_TM,NR,AT3	2118603 	2092000 	2051000 	2013000 	1975000 	1935000 	1899300 	1875600 	1688200 	1664700 b	1799300 	1771900 	1740000 	1825200 	1786700 	1745400 	1691400 	1646600 	1599000 	1557000 	1517000 	1468200 	1416400 	1353100 	1304700 
TOT_X_TM,NR,AT31	1077474 	1065000 	1045000 	1026000 	1007000 	990000 	972300 	960500 	842100 	829400 b	919800 	906100 	890500 	922800 	904100 	884800 	859800 	839400 	819000 	800000 	777400 	754400 	728400 	692300 	668700 
TOT_X_TM,NR,AT32	351350 	348000 	339000 	334000 	328000 	320000 	314800 	310600 	286700 	283300 b	299200 	295100 	289900 	299300 	293600 	287300 	279200 	272900 	266000 	260000 	254600 	247100 	239400 	230900 	222700 
TOT_X_TM,NR,AT33	457693 	451000 	442000 	432000 	423000 	414000 	404000 	398600 	365900 	361200 b	381700 	367100 	368000 	405900 	395500 	384500 	370000 	357400 	344000 	330000 	320400 	306800 	293200 	280000 	269000 
TOT_X_TM,NR,AT34	232086 	229000 	224000 	221000 	217000 	211000 	208200 	205900 	193500 	190800 b	198500 	195600 	192000 	197400 	193500 	188800 	182400 	177000 	170000 	167000 	164600 	159900 	155400 	149900 	144300 
TOT_X_TM,NR,BE	6435004 	6358800 	6297500 	6247600 	6092200 	5994200 	5919000 	5814700 	5721100 	5644100 	5572700 	5496900 	5445600 	5381700 	5295100 	5174600 	5052900 	4956700 	4860000 	4778400 	4701900 	4582400 	4484600 	4427500 	4301600 
TOT_X_TM,NR,BE1	592760 	587000 	586200 	589600 	600500 	588800 	586500 	574000 	560900 	562400 	565800 	569700 	577800 	583800 	567600 	555200 	534300 	517800 	502700 	489400 	479900 	472900 	472400 	478700 	1063300 
TOT_X_TM,NR,BE10	592760 	587000 	586200 	589600 	600500 	588800 	586500 	574000 	560900 	562400 	565800 	569700 	577800 	583800 	567600 	555200 	534300 	517800 	502700 	489400 	479900 	472900 	472400 	478700 	1063300 
TOT_X_TM,NR,BE2	3864865 	3819200 	3777500 	3746600 	3631400 	3582900 	3534400 	3471800 	3420500 	3369800 	3321100 	3271000 	3231100 	3185200 	3131100 	3051900 	2981700 	2925400 	2869200 	2818400 	2767500 	2690400 	2627000 	2584000 	2054000 
TOT_X_TM,NR,BE21	1030895 	1019700 	1012200 	1007800 	984900 	971600 	954700 	935100 	923000 	909900 	900300 	886700 	876700 	866600 	856500 	839700 	824100 	810600 	797200 	783800 	772200 	752300 	737700 	730100 	706600 
TOT_X_TM,NR,BE22	531663 	524200 	518600 	514900 	501700 	492300 	484600 	475500 	466300 	457500 	448900 	439100 	431200 	422800 	414300 	404400 	393900 	385500 	377000 	369000 	361300 	351000 	341200 	334400 	323900 
TOT_X_TM,NR,BE23	825259 	816800 	803500 	800200 	781000 	766300 	755900 	744500 	733000 	721400 	710100 	699900 	691100 	680500 	673100 	660500 	648300 	638100 	628000 	618800 	608900 	591900 	577400 	567600 	551100 
TOT_X_TM,NR,BE24	767210 	758800 	748000 	738600 	694200 	694100 	688900 	676700 	669400 	661300 	651700 	647200 	642300 	634600 	615600 	586400 	565400 	550100 	534600 	521300 	507800 	491700 	478800 	467100 	: 
TOT_X_TM,NR,BE25	709838 	700000 	691700 	685100 	669600 	658600 	650300 	640000 	629000 	619400 	609000 	598000 	589700 	580600 	571600 	560400 	549900 	540900 	532400 	524900 	517300 	503500 	491900 	484800 	472200 
TOT_X_TM,NR,BE3	1977577 	1946600 	1923100 	1903900 	1854400 	1816200 	1788900 	1761400 	1732700 	1712000 	1685300 	1655700 	1636700 	1612600 	1596500 	1567500 	1537000 	1513800 	1488400 	1469600 	1452300 	1418900 	1384400 	1362100 	1183200 
TOT_X_TM,NR,BE31	229027 	224700 	221400 	221400 	214200 	209700 	206800 	203700 	200100 	196500 	192200 	188000 	184600 	181000 	179300 	175900 	171500 	168300 	165500 	162800 	160900 	156500 	151800 	147900 	: 
TOT_X_TM,NR,BE32	714709 	706900 	699300 	689700 	672800 	660100 	651300 	641100 	631100 	626900 	618300 	609400 	604700 	597300 	592400 	582100 	571400 	563300 	550600 	544700 	539500 	528100 	516800 	509500 	497300 
TOT_X_TM,NR,BE33	590105 	583700 	578500 	573800 	560000 	548200 	539900 	532100 	524300 	518000 	511400 	503100 	497500 	491200 	486700 	478800 	470700 	464600 	460000 	455100 	450100 	440800 	431000 	425700 	416200 
TOT_X_TM,NR,BE34	162700 	160100 	158200 	156100 	152200 	148800 	146200 	143800 	141000 	138600 	135400 	132500 	130300 	127700 	126000 	122600 	120000 	118100 	116100 	114100 	112200 	108300 	105200 	103100 	99700 
TOT_X_TM,NR,BE35	280838 	276800 	265900 	262900 	255200 	249400 	244600 	240700 	236100 	232000 	227400 	223100 	219500 	215600 	212500 	207900 	203300 	199600 	196200 	192900 	189900 	185200 	179600 	175900 	169900 
TOT_X_TM,NR,BG	3484569 	3355200 	3230000 	3099000 	2991000 	2874000 	2719800 	2394300 	2041100 b	2945500 	2827300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,BG3	1691588 	1606300 	1539000 	1465000 	1398000 	1326000 	1246200 	1090300 	925400 b	1372100 	1327500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,BG31	386552 	365500 	351000 	332000 	316000 	297000 	274800 	238600 	202800 b	323600 	315900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,BG32	411774 	387600 	366000 	344000 	321000 	300000 	280300 	245400 	207800 b	316000 	307800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,BG33	452140 	429300 	413000 	393000 	375000 	355000 	335200 	291300 	245200 b	361500 	345800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,BG34	441122 	423900 	409000 	396000 	386000 	374000 	355900 	315000 	269600 b	371000 	358000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,BG4	1792981 	1748900 	1691000 	1634000 	1593000 	1548000 	1473600 	1304000 	1115700 b	1574400 	1498800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,BG41	1180512 	1160600 	1123000 	1085000 	1059000 	1031000 	984100 	868300 	740600 b	1039000 	982900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,BG42	612469 	588300 	568000 	549000 	534000 	517000 	489500 	435700 	375100 b	535400 	515900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_X_TM,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	4252891 	4207195 	4147240 	4082843 	4026259 	3949484 	3857766 	3775104 	3684373 	3621389 	3564345 	3523816 	3453005 	3393839 	3377828 	3344174 	3264361 
TOT_X_TM,NR,CH0	: 	: 	: 	: 	: 	: 	: 	: 	4252891 	4207195 	4147240 	4082843 	4026259 	3949484 	3857766 	3775104 	3684373 	3621389 	3564345 	3523816 	3453005 	3393839 	3377828 	3344174 	3264361 
TOT_X_TM,NR,CH01	: 	: 	: 	: 	: 	: 	: 	: 	805993 	805096 	798443 	788184 	776339 	763670 	746184 	729451 	711431 	698258 	688080 	676315 	665100 	654757 	655143 	650742 	633738 
